id,username,post,ticker
301,BeyG,"Взял в шорт по 2240. Мутная история, попахивающая негативом.",YNDX
302,khornickjaadle,"Больше яндекс падать не будет! Надо было внимательно читать то, что я писал для вас.Читай тут все написано. https://smart-lab.ru/blog/89898...Станислав Швецов, Какой ценник по Янду ждёте?",YNDX
303,Станислав Швецов,"Больше яндекс падать не будет!Надо было внимательно читать то, что я писал для вас.Читай тут все написано.https://smart-lab.ru/blog/898983.phpАвто-репост. Читать в блоге>>>",YNDX
304,Andrey Da,"bufu, проблема в том, что СМИ её растиражировали так, как будто купить хотят с премией к рынку, вот народ и бросился покупатьИван Николаевич, да там явно не народ покупает, это деньги которые перешли с втб и сбера",YNDX
305,Smart Investors,Крупняк зашел в Яндекс. Ждём ракету.Красный шарик это ОН. Кит. Я в позиции от 2000р на 35% от депо.Авто-репост. Читать в блоге>>>,YNDX
306,Николай Иванов,"Подумалось: а вот неслучаен интерес к Яндексу не только Потанина, но и таких челов, как Абрамович. Они ж не дураки… Абрамович — он вообще фа...Va Chen,Скорее всего Яндекс сольется с Тиньком, Это усилит экосистему Яндекса, усилит экосистему тинька.У Яндекса будут ресурсы для мощной экспансии на рынке маркетплейсов, а так же для масштабирования за границей.(понятно, что в страны НАТО и АУКУС ) Яндекс не пустят. Зато в африку, азию, латинскуюамерику Яндекс сможет выйти и там бороться с гуглами, амазонами, уберами.А Сберу ничего не останется, как с горя купить ВК.",YNDX
307,Иван Николаевич,"вливать деньги в пятницу на новости, которую никто не понимает, это напоминает памп соллерса и т.п.bufu, проблема в том, что СМИ её растиражировали так, как будто купить хотят с премией к рынку, вот народ и бросился покупать",YNDX
308,Николай Иванов,"Николай Иванов, Потанин продал свои акции Тинькоф БанкаStarl, Кому? Когда? Откуда информация?",YNDX
309,bufu,"Подумалось: а вот неслучаен интерес к Яндексу не только Потанина, но и таких челов, как Абрамович. Они ж не дураки… Абрамович — он вообще фа...Va Chen, да не будет такого, зачем яше ткс? у него и так свой банк есть для экосистемы",YNDX
310,bufu,"вливать деньги в пятницу на новости, которую никто не понимает, это напоминает памп соллерса и т.п.",YNDX
311,Va Chen,"Подумалось: а вот неслучаен интерес к Яндексу не только Потанина, но и таких челов, как Абрамович. Они ж не дураки… Абрамович — он вообще фанат всяческих слияний и синергий. Если будет слияние Яндекса и Тинькофф (вероятность этого высока) — то это будет очень мощная и прибыльная экосистема. Тинькофф — очень рентабельный банк (в силу ряда причин), Яндекс — прибыльный «мега-монстр» во многих областях (поиск, реклама, такси, доставка, маркетплейс). И, что самое интересное, в этих двух обозначенных областях эта гипотетическая будущая Мегакомпания (Яндекс+Тинькофф) на голову выше Сбера! Тинькоффу Сбер уступает в рентабельности, а Яндексу Сбер уступает во всем (Яндекс доминирует и генерит огромные деньги, а IT-подразделение Сбера убыточно)… Ввиду этого, рискну предположить, что лет через 15-20 мегакомания Янд-Тинь сравняется по прибыли со Сбером… Нас ждут великие времена.Если, конечно, слияние Яндекса и Тинькоффа случится:)PS: Как тебе такое, Герман Греф? Пей валерианку!",YNDX
312,master1,"Яндекс оценили в 7 миллиардов долларов. Yandex NV получила предложения от Потанина и Алекперова о покупке контрольного пакета акцийСтавки магнатов оценивают российский Google в 7 миллиардов долларовСовет директоров может рассмотреть заявки на 51% российского бизнеса ЯндексаМиллиардеры Потанин и Алекперов представили отдельные предложенияYandex NV получила предложения от миллиардеров Владимира Потанина и Вагита Алекперова о покупке контрольного пакета акций доминирующей в России поисковой системы, которые оценивают российские активы компании примерно в 7 миллиардов долларов, по словам людей, знакомых с этим вопросом.Совет директоровYandex NV, которая также владеет популярным приложением для поиска попутчиков и платформой электронной коммерции в России, вероятно, обсудит ставки на следующей неделе, когда соберется в Дубае, сказали люди, попросившие не называть их имени, поскольку информация не является общедоступной. По их словам, окончательное решение может быть принято не на встрече.Участники торгов претендуют по меньшей мере на 51% акций российского бизнеса Яндекса, который они оценивают примерно в 560-600 миллиардов рублей (от 7 до 7,5 миллиардов долларов), по словам the people. По их словам, это с учетом предписанной Кремлем 50% скидки для иностранных компаний, стремящихся покинуть Россию. Яндекс находится в Нидерландах, которые власти считают “недружественной” страной.Авто-репост. Читать в блоге>>>",YNDX
313,Starl,"Если Потанин купит Яндекс, то повышается вероятность слияния Тиньков банка с Яндексом.Более того. Сам Тиньков банк может быть весомым аргу...Николай Иванов, Потанин продал свои акции Тинькоф Банка",YNDX
314,drumer,"Судя по тексту на Блумберге, в 7-7,5 млрд оценивается вся компания, а не пакет в 51% акций. При этом текущая рыночная капитализация Яндекса ...Иван Николаевич,Участники торгов претендуют по меньшей мере на 51% акций российского бизнеса Яндекса, который они оценивают примерно в 560-600 миллиардов рублей (от 7 до 7,5 миллиардов долларов), по словам the people. По их словам, это с учетом предписанной Кремлем 50% скидки для иностранных компаний, стремящихся покинуть Россию. Яндекс находится в Нидерландах, которые власти считают “недружественной” страной.The bids are seeking at least a 51% stake in Yandex’s Russian business, which they value at about 560 billion rubles to 600 billion rubles ($7 billion to $7.5 billion), according to the people. That takes into account a Kremlin-mandated 50% discount for foreign companies seeking to exit Russia, they said. Yandex is domiciled in the Netherlands, which the authorities consider an “unfriendly” country.оценивают пакет в 51% вроде как",YNDX
315,conveyer,"Очень плохие новости, Яндекс н.в. получит 270-300млрд. которые сольет за несколько лет на убыточные стартапы, а миноры будут сосать лапу.",YNDX
316,Николай Иванов,"Если Потанин купит Яндекс, то повышается вероятность слияния Тиньков банка с Яндексом.Более того. Сам Тиньков банк может быть весомым аргументом в сделке.",YNDX
317,Smart Investors,"Smart Investors, на подписчиках деньги не делаете?Пока они на мне ) шлют скрины с прибылью в личку",YNDX
318,Денис Волков,"Тимофей Мартынов, у нас всё хорошо, мы делаем деньги на биржеSmart Investors, на подписчиках деньги не делаете?",YNDX
319,Вася Баффет,"Тимофей Мартынов, будет IPO ПАО Яндекс?Расим Касимов, я тоже пока не понимаю, как юридически будет выглядеть разделение бизнеса Яндекса? Он по прежнему будет принадлежать голландцам? Или будут чисто российские акции с ISIN RU? Но тогда надо доп. эмиссию делать! Ничего не понимаю пока что.",YNDX
320,Иван Николаевич,"Судя по тексту на Блумберге, в 7-7,5 млрд оценивается вся компания, а не пакет в 51% акций. При этом текущая рыночная капитализация Яндекса около $9,6 млрд.",YNDX
321,drumer,"Читайте текст Как хотите!www.kommersant.ru/doc/5988726www.bloomberg.com/news/articles/2023-05-19/sanctioned-tycoons-bids-for-yandex-value-russia-s-google-at-7-billion?srnd=premium-europeВладимир Потанин и Вагит Алекперов рассчитывают получить как минимум 51% акций «Яндекса». Их цена варьируется от $7 до $7,5 млрд. Как уточнили источники агентства, стоимость акций определена с учетом распоряжения российских властей, согласно которому инвесторы из «недружественных» стран должны предоставить не менее 50% дисконта при выходе из российских активов.то есть покупают пакет с дисконтом 50% и оценивают пакет в 7-7,5 ярдов!",YNDX
322,Smart Investors,"Походу рынок вообще не понимает что тут происходит 😁Тимофей Мартынов, у нас всё хорошо, мы делаем деньги на бирже",YNDX
323,Роман Ранний,"📈Яндекс прибавляет более 4%, компания на следующей неделе изучит предложения от кандидатов на контроль в компании📈Яндекс+4% Совет директоров «Яндекса» на следующей неделе может собраться для обсуждения заявок претендентов на приобретение как минимум 51% акций интернет-компании, сообщает Bloomberg. Стоимость такого пакета оценивается в $7-7,5 млрд.При этом, даже если решение будет принято, оно может быть не окончательным в связи с тем, что кандидатуры будут утверждать российские власти, уточняет агентство.Предложения поступили от основателя «ЛУКОЙЛа» Вагита Алекперова и главы «Норникеля» Владимира Потанина, заявка которого включает и потенциальных соинвесторов, в том числе Романа Абрамовича и банк ВТБ (последние уже являются миноритариями «Яндекса» — ИФ). Также к консорциуму могут присоединиться председатель совета директоров ММК Виктор Рашников и основной владелец «Северстали» Алексей Мордашов.www.bloomberg.com/news/articles/2023-05-19/sanctioned-tycoons-bids-for-yandex-value-russia-s-google-at-7-billion?srnd=premium-europeАвто-репост. Читать в блоге>>>",YNDX
324,Алексей,"тем более в статье блумберга пишут, что будет консорциум инвесторов- «По словам источников, предложение Потанина объединяет группу инвесторов, в которую входят бывший владелец футбольного клуба «Челси» Роман Абрамович и российский государственный банк ВТБ. По их словам, к этой заявке может также присоединиться миллиардер Алексей Мордашов, а сталелитейный миллиардер Виктор Рашников отдельно выразил интерес к небольшому пакету. По их словам, если заявка Алехерова будет выбрана, Потанин и некоторые другие могут попытаться принять в ней участие»",YNDX
325,Расим Касимов,"Походу рынок вообще не понимает что тут происходит 😁Тимофей Мартынов, будет IPO ПАО Яндекс?",YNDX
326,Алексей,"Я скажу так: купить контроль в российском Яндексе за 300 млрд руб это супер сделка🔥Просто топГлавное чтобы из Яндекса не свалили после э...Тимофей Мартынов, а где написано про 300 млрд? покупают 51% за 560-600 млрд (по факту текущая рыночная капитализация). Это успех для Yandex NV — продать активы по рыночной цене, без дополнительных дисконтов",YNDX
327,Тимофей Мартынов,Я скажу так: купить контроль в российском Яндексе за 300 млрд руб это супер сделка🔥Просто топГлавное чтобы из Яндекса не свалили после этого основные сотрудникиА для владельцев Yandex NV это писец потеря будет,YNDX
328,Тимофей Мартынов,Походу рынок вообще не понимает что тут происходит 😁,YNDX
329,Все Верно,"Алекперов, Потанин претендуют на долу в Яндексе - заявки направлены на получение как минимум 51% акций российского бизнеса Яндекса, который они оценивают примерно в 560-600 млрд (от $7 до 7,5 млрд)Алекперов, Потанин претендуют на долу в Яндексе — заявки направлены на получение как минимум 51% акций российского бизнеса Яндекса, который они оценивают примерно в 560-600 млрд (от $7 до 7,5 млрд). СД Яндекс могут рассмотреть их предложения на след неделе — источники BBGTYCOONS’ BIDS SAID TO VALUE YANDEX'S RUSSIAN ASSETS AT $7BYANDEX BOARD MAY DISCUSS POTANIN, ALEKPEROV BIDS NEXT WEEKАвто-репост. Читать в блоге>>>",YNDX
330,Тимофей Мартынов,"❗️🇷🇺#YNDXАлекперов, Потанин претендуют на долу в Яндексе — заявки направлены на получение как минимум 51% акций российского бизнеса Яндекса, который они оценивают примерно в 560-600 млрд (от $7 до 7,5 млрд). СД Яндекс могут рассмотреть их предложения на след неделе — источники BBGTYCOONS’ BIDS SAID TO VALUE YANDEX'S RUSSIAN ASSETS AT $7BYANDEX BOARD MAY DISCUSS POTANIN, ALEKPEROV BIDS NEXT WEEK",YNDX
331,Максим,"Дмитрий М,Дальше то, что никакой Сбер не заберет у Яндекса долю рынка на Поиске своим СберГигаЧатом. Скорее это Яндекс заберет себе еще ...Николай Иванов, Сбер у Яндекса долю рынка не заберёт… такими темпами Яндекс сам её… мнэээ… потеряет. Почитал внимательно ответы ЯндексГПТ — для её настройки они приглашали гуманитариев или как они их назвали АИ-тренеровhabr.com/ru/news/733234/статьяЯ теперь понял куда делся персонал после закрытия ЭхаМосквы они стали руководителями проекта — АИ-тренерами.А низовой персонал очевидно набирали на Западной Украине и среди ЛГБТшников.",YNDX
332,Максим,"Яндекс добавил в Алису нейросеть нового поколения YandexGPTСегодня у нас вышла очень важная новость: мы первыми в мире внедрили большую язык...Яндекс, протестировал ЯндексГПТ — общее впечатление — это позор… нет это ПОЗОРИЩЕ… яндекс со своим суперкомпьютерами не смог сделать аналогаkoala.sh/причём в своей основной компетенции «поиске и общении и на русском языке». Сами можете протестировать. ЯнедексГПТ можно протестировать в яндекс браузереДля справки нейросеть Koala это маленькая нейросеть на 13 млдр. параметров которая учится на нескольких видеокартах за несколько дней и может работать на обычном мощном ПК. Яндекс не смог превзойти даже её. Сеть не может ответить на вопрос Кому принадлежит Донецк? ответить на вопросы какая температура в Донецке и т.п.Сеть не помнить предыдущего вопроса, и куча других ограничений которых нет у бесплатных нейросетей которые уже давно лежат в открытом доступе.Общее впечатление — в связи с анонсом Сбера на следующей неделе открытия доступа к ГигаЧату Яндекс выпустил спешно сделанную на коленке поделку, другим словами это назвать нельзя — чтобы предоставить хоть что то.В общем каждый может составить собственное впечатление. и оценить квалификацию разрабов яндекса.yandex.ru/project/alice/yagpt/Яндекс ГПТkoala.sh/бесплатная Koalawww.sberbank.com/promo/kandinsky/Кандинский — генератор изображений от Сбераshedevrrum.ru/Шедеврум — генератор изображений от Яндекса",YNDX
333,Все Верно,"Яндекс представил первый собственный беспилотный автомобильЯндекс на выставке Kazan Expo 2023 представил первый собственный беспилотный автомобиль, передает корреспондент ТАСС с места события. Автомобиль ездит на территории Иннополиса в качестве такси.«Яндекс» в 2020 году представил последнее поколение своих беспилотных автомобилей, сделанных на базе Hyundai Sonata. Тогда в компании сообщили, что автомобили уже тестируют на улицах в Москве. Первое поколение беспилотных автомобилей компания представила в 2017 году.В настоящее время в Иннополисе работают пять автомобилей «Яндекса».В конце апреля советник по корпоративному развитию «Яндекса» Алексей Кудрин сообщал, что беспилотные грузовики могут появиться на дорогах в ближайшие два годаtass.ru/ekonomika/17778757Авто-репост. Читать в блоге>>>",YNDX
334,Дмитрий М,"Поздно, пошли на посадку.",YNDX
335,Николай Иванов,"Яндекс,И что дальше?Дмитрий М,Дальше то, что никакой Сбер не заберет у Яндекса долю рынка на Поиске своим СберГигаЧатом. Скорее это Яндекс заберет себе еще несколько% поиска у гугла.",YNDX
336,Дмитрий М,"Все молчат, боятся сглазить.",YNDX
337,Дмитрий М,"Магнит тоже рос рос и сегодня сдулся, здесь будет тоже самое",YNDX
338,Дмитрий М,"Яндекс добавил в Алису нейросеть нового поколения YandexGPTСегодня у нас вышла очень важная новость: мы первыми в мире внедрили большую язык...Яндекс,И что дальше?",YNDX
339,Яндекс,"Яндекс добавил в Алису нейросеть нового поколения YandexGPTСегодня у нас вышла очень важнаяновость: мы первыми в мире внедрили большую языковую модель нового поколения в виртуального помощника — Алису.Важно сказать, что мы используем генеративные нейросети не первый год. Их работу вы могли увидеть в разных продуктах Яндекса, например в Поиске, где YaLM (Yet another Language Model – семейство больших нейросетевых языковых моделей, разработанных в Яндексе) помогает генерировать карточки для быстрых ответов. Под постом, в инфографике мы собрали для вас историю создания и развития наших моделей.Нейросеть YandexGPT, модель нового поколения, в отличие от предыдущих версий, мы дообучили на сотнях тысяч примеров содержательных и хорошо написанных ответов. Именно поэтому она отвечает так же просто и понятно, как знающий человек. Для сбора и подготовки таких примеров мы задействовали свои технологии краудсорсинга и команду AI-тренеров.Безусловно, генеративные языковые модели — одна из самых значимых на сегодня разработок в ИТ-отрасли, поэтому для нас важно активно развивать её в своих продуктах, обеспечивая пользователям доступ к современным мировым технологиям.Авто-репост. Читать в блоге>>>",YNDX
340,Редактор Боб,"""Яндекс"" внедрил языковую модель YandexGPT в виртуального помощнике ""Алиса""«Яндекс» внедрил языковую модель YandexGPT в виртуального помощнике «Алиса», об этом сообщили в пресс-службе компании.«Яндекс» первым в мире внедрил большую языковую модель нового поколения в виртуального помощника — в «Алису», — рассказали в пресс-службе. Благодаря этому «Алису» можно попросить писать тексты и предлагать идеи почти так же хорошо, как разбирающийся в теме человек, отметили в пресс-службе.tass.ru/ekonomika/17767721Авто-репост. Читать в блоге>>>",YNDX
341,Николай Иванов,"Яндекс"" в июне проведет ребрендинг Delivery Club — сервис сменит название на «Маркет деливери» и будет заниматься экспресс-доставкой разных товаров, в том числе электроники, при этом сохранив доставку еды из ресторанов, сообщил РИА Новости представитель Delivery Club.«Яндекс» увеличит инвестиции в развитие Delivery Club, который стал частью компании в 2022 году, и проведет ребрендинг сервиса. Он получит новое название — «Маркет деливери». «Маркет деливери» будет развивать экспресс-доставку разных категорий товаров из ритейла, например, электроники, товаров для дома и многого другого. При этом в сервисе сохранится привычная ресторанная лента""",YNDX
342,Владимир Литвинов,"​​Яндекс - уроки биологииГлавной интригой 2023 года остается вопрос смены прописки отечественных компаний. Перед Яндексом стоит дополнительная задача — реструктуризировать бизнес так, чтобы не задеть права акционеров. Хотя кого я обманываю, этот вопрос не первый на повестке. Однако мне интересно посмотреть на отчет за 1 квартал, ведь именно в нем впервые за долгое время мы увидим прибыль в 5,8 млрд рублей.Итак, общая выручка компании за отчетный период выросла на 54% до 163,3 млрд рублей, подтверждая звание быстрорастущей компании. Основной сегментПоиска и порталапродолжает отгрызать долю покинувших Россию конкурентов и составляет 63,3%. Выручка сегмента выросла на 54%, а скорректированный показатель EBITDA улетел на 77% вверх.Вторым по значимости сегментом являетсяЭлектронная коммерция и Райдтех.Выручка выросла на 60% до 88,5 млрд рублей, товарооборот сервисов электронной коммерции (GMV) подрос на 67%, окончательно закрепив за Яндексом место в первой тройке лидеров отрасли. Такая динамика бьет по рентабельности. По EBITDA мы теряем 10,8 ярдов, несмотря на попытки в прошлом году выйти в прибыль.Авто-репост. Читать в блоге>>>",YNDX
343,Максим,"Поведение Яндекса Всё страньше и страньше ...Вырезанные куски из сериала на КинопоискеНедавно начала смотреть безобидный австралийский сериал на Кинопоиске (выбрала из рекомендуемых сервисом). Коротко о сериале: пять взрослых случайно знакомых людей разного пола, возраста, социального статуса и семейного положения, вскладчину покупают дом; сюжет — житейские ситуации, проблемы, успехи и т.п. Просмотрев несколько серий, начала замечать некоторые несостыковки. Не слишком задумывалась над этим, пока в одной из серий переход от одной сцены к другой оказался совершенно нелогичен.Продолжение:vc.ru/claim/693536-vyrezannye-kuski-iz-seriala-na-kinopoiske",YNDX
344,Роман Жмак,"ЦБ аннулировал лицензию на депозитарную деятельность у ""Яндекс банка"". Компания сообщает, что самостоятельно отказалась от лицензии - ТАССБанк России аннулировал лицензию на осуществление депозитарной деятельности у «Яндекс банка» с 12 мая.Эту информацию сообщили на сайте регулятора. В ответ на это «Яндекс» заявил, что самостоятельно отказался от депозитарной лицензии, поскольку в настоящее время банк не предоставляет такие услуги и не считает их приоритетными на данном этапе.Источник:https://tass.ru/ekonomika/17735313Авто-репост. Читать в блоге>>>",YNDX
345,Николай Иванов,"Николай Иванов, приоритеты пользователей меняются очень быстро… У Сбера клиенты вся страна. Яндекс станция 2 — стала полный отстой — не ищет...Максим, Полный отстой — это ваши ЭМОЦИИ и оценочное суждение, сухая статистика и факты говорят об обратном.Стартапом как раз и является вся экосистема сбера за пределами финансов.(глубоко убыточная). Яндекс сложившийся национальный чемпион в Поиске, Такси и массе других направлений.Завтра уволят грефа, поставят второго костина. Или уволят набиулину и новый глава ЦБ запретит банкам создавать экосистемы и т.д.",YNDX
346,Максим,"Максим,У Сбера слабже суперкомпьютеры и меньше производительности, чем у яндекса в разы. И даже если сбер каким то образом приблизится к...Николай Иванов, приоритеты пользователей меняются очень быстро… У Сбера клиенты вся страна. Яндекс станция 2 — стала полный отстой — не ищет видео нигде кроме ютюба и кинопоиска. Раньше искала гораздо лучше. Без подписки на яндекс плюс почти бесполезна. только погоду спрашиваю и иногда музыку запускаю.— Из последнего про быстрое падение стартапов.----в 2019 году WeWork гордо оценивался в $47 миллиардов, а сейчас его капитализация составляет всего $316 миллионов.— **** ----Яндекс конечно уже не стартап но сокращение аудитории может быть очень быстрым.",YNDX
347,Николай Иванов,"Бриньёл, прощаю… но в последний раз :). Отлив покажет кто плавал без трусов! © Баффет.Ждать развязки осталось недолго наступление ВСУ уже...Максим,У Сбера слабже суперкомпьютеры и меньше производительности, чем у яндекса в разы. И даже если сбер каким то образом приблизится к яндексу на рынке поиска. К тому времени поиск будет составлять 12% от выручки Яндекса. Да и сам поиск по модели чат ГПТ вряд ли превысит 3-5% от обычного поиска. К тому же ЯндексАлисы кругом от колонок до телевизоров и алисы в браузерах, поэтому и вопросы будут задавать Яндексовскому ГПТ, а не сберовскому.Скорее всего Сбер отожмет часть поиска гугла, у пользователей сберовских колонок. Есть же у сбера — Рамблер поисковик и сбер там все похерил.",YNDX
348,Бриньёл,"Бриньёл, прощаю… но в последний раз :). Отлив покажет кто плавал без трусов! © Баффет.Ждать развязки осталось недолго наступление ВСУ уже...Максим, смешались в кучи кони люди. А на чем стоят ваши ставки? Выкладывайте серьезную аналитику — посмотрим. И да, мы не в казино😉",YNDX
349,Максим,"Максим, и у яндекса есть и нейросети и сотни различных инструментов. Ваш уровень знаний в этой области и оценки яндекса на уровне бабки у по...Бриньёл, прощаю… но в последний раз :). Отлив покажет кто плавал без трусов! © Баффет.Ждать развязки осталось недолго наступление ВСУ уже фактически началось, к понедельнику будет ясна общая тенденция, к концу месяца Сбер выложит GigaChat и все проверят на сколько он действительно крут, а Августу-Сентябрю будет какая то развязка с финансовым кризисом в США и посмотрим за чей счёт они решат вопрос с заполнением дешёвой нефтью своего нефтяного резерва.Я ставлю на то что:1. в середине сентября 2023 года Яндекс будет стоить не дороже 2 т.р.2. Нейросеть яндекса YaLM 2 будет не лучше GigaChat от Сбера т.е. Сбер превзойдет Яндекс в его основном бизнесе (поиск ответов на вопросы).",YNDX
350,Бриньёл,"Бриньёл, да я читал… и с тех пор ничего не слышно. А у сбера и готовый Кандинский 2.1 и GigaChat на тестировании. и полно других нейросетей ...Максим, и у яндекса есть и нейросети и сотни различных инструментов. Ваш уровень знаний в этой области и оценки яндекса на уровне бабки у подъезда. Уж, простите.",YNDX
351,Максим,"Максим, habr.com/ru/news/714100Бриньёл, да я читал… и с тех пор ничего не слышно. А у сбера и готовый Кандинский 2.1 и GigaChat на тестировании. и полно других нейросетей уже доступных для разработчиков я залез на их сайт для разрабов и был шокирован количеством и уровнем разработки.developers.sber.ru/?attempt=1Сравните это с унылым яндексом.",YNDX
352,Максим,"Максим, вы серьезно считаете что они не знают куда вкладываться и не вкладываются? Вы хоть изучите объект исследования прежде чем представля...Бриньёл, Я думаю что на собственников Яндекса оказывали очень сильное давление из Вашингтона и Кремля и Волж плюнул на всё и свалил в Израиль на пенсию, а сейчас хочет выти в кэш. ИТ бизнес очень высококонкурентный 1-й зарабатывает 10х, второй-третий 1,5х, остальные в жёстких убытках (можно сравнить — яндекс и мейл ру, Валдбериз и Озон). Если Яндекс не будет 1м то он не будет стоить почти ничего, а стартапы как быстро взлетают так и быстро падают, примеров из ИТ компаний 2-3 го эшелона полно.Яндекс имел все шансы стать российским Y Combinator, а борется с Валберис, Озон, и Краснодарским Такси «Везёт». Это уровень теперешнего руководства Яндекса.",YNDX
353,Бриньёл,"Бриньёл, бизнес яндекса — это инвестиции в технологии которые дадут 10-100х. Где в покупке доли в Убереи и в такси «везёт» потенциал роста в...Максим,habr.com/ru/news/714100",YNDX
354,Бриньёл,"Бриньёл, бизнес яндекса — это инвестиции в технологии которые дадут 10-100х. Где в покупке доли в Убереи и в такси «везёт» потенциал роста в...Максим, вы серьезно считаете что они не знают куда вкладываться и не вкладываются? Вы хоть изучите объект исследования прежде чем представляться всезнайкой",YNDX
355,Максим,"Максим, судите максимально-максимально поверхностно, как то истерично даже)Бриньёл, бизнес яндекса — это инвестиции в технологии которые дадут 10-100х. Где в покупке доли в Убереи и в такси «везёт» потенциал роста в 10-100 раз ?? т.е. вложили 700 млн USD и 178 млн USD и получили 7 м 1,8 млрд. USD соответственно — вы верите в такой выхлоп?Вот куда надо было вкладывать Яндексу 178 млн USD -> AutoGPT, российский GitHub, форк AOSP и аналог RuStore — всё это сделали без яндекса. Чем занято руководство яндекса — дележём и сомнительными покупками напоминающими вывод активов. Эти действия приведут к росту доходов хотя бы в 10 раз? А этот рост доходов УЖЕ заложен в цене.habr.com/ru/articles/734628/— AutoGPT: личный ИИ ассистент, решает задачи за человека.",YNDX
356,Бриньёл,"Бриньёл, ну значит я ошибаюсь вместе в руководством гугл…Максим, судите максимально-максимально поверхностно, как то истерично даже)",YNDX
357,Максим,"Максим, у вас совершенно не трезвый взгляд, чуть позже вы поймете где ошибаетесь на счет яндексаБриньёл, ну значит я ошибаюсь вместе в руководством гугл…",YNDX
358,Бриньёл,"Бриньёл, У гугл — возможности ChatGPT-4 имели эффект разорвавшейся бомбы в гугле, там все сильно напряглись, начали спешно доделывать свою н...Максим, у вас совершенно не трезвый взгляд, чуть позже вы поймете где ошибаетесь на счет яндекса",YNDX
