id,username,post,ticker
273,Alexey Rondine,"Поскольку выкупает не сам Магнит, а его дочка, то это не байбэк и акции автоматически не гасятся. Но здесь зависит от условий, на которых эт...atlantfan, выкупает внучка",MGNT
274,Дмитрий Иванов,"Тимофей Мартынов, ха-ха. А я 2 млн заработалAlexey Rondine, Космонаут",MGNT
275,atlantfan,"Поскольку выкупает не сам Магнит, а его дочка, то это не байбэк и акции автоматически не гасятся. Но здесь зависит от условий, на которых это действие согласовала правкомиссия. Вполне возможно, согласование дали либо при условии последующего погашения, либо на условиях запрета дальнейшей продажи акций. В противном случае непонятно, почему акции разрешили выкупить только дочке Магнита, а не широкому кругу желающих.",MGNT
276,Дмитрий Иванов,"FOMO по МагнитуЭх, жаль не заработал на Магните.Жопой чуял что надо брать, но как ни странно я думал что на оферте -50% от рынка прольют, и...Тимофей Мартынов, Вид там у вас какой-то тревожный и бухла мало",MGNT
277,Archy3000,"Тимофей Мартынов, таков нынче рынок: любая новость о компании, даже крайне негативная, провоцирует взрывные покупки.Пара вопросов к тем, кт...Zdravim, по первому: объем выкупа 20+ млрд руб, на счетах в Тандере у магнита 350 млрд кэша, выкупят не моргнув.По второму: скорей всего найдут крупного покупателя на долю в 10%, в рынок такое лить будет только ч(м)удак.",MGNT
278,Alexey Rondine,"FOMO по МагнитуЭх, жаль не заработал на Магните.Жопой чуял что надо брать, но как ни странно я думал что на оферте -50% от рынка прольют, и...Тимофей Мартынов, ха-ха. А я 2 млн заработал",MGNT
279,Максим Лебедев,5150 откроют пон… или где то 5130… потом пойдет вниз на 4680,MGNT
280,Роман Бабанин,"Тимофей Мартынов, таков нынче рынок: любая новость о компании, даже крайне негативная, провоцирует взрывные покупки.Пара вопросов к тем, кт...Zdravim, все выкупят, посмотрите на индекс биржи, деньги теперь только на внутренний рынок вкладывать, остальное огромные риски, качели конечно будут, живем одним днем сейчас",MGNT
281,Zdravim,"я думал что на оферте -50% от рынка прольют, и...Тимофей Мартынов, таков нынче рынок: любая новость о компании, даже крайне негативная, провоцирует взрывные покупки.Пара вопросов к тем, кто активно покупает на текущем уровне:1. нет ощущения, что этот выкуп у нерезов за счёт ваших гипотетических дивидендов?2. про то, как компания распорядится выкупленными акциями в релизе ни слова. Если (скорее всего) эти акции вольют на ммвб, то как сильно придавит котировки 10+ млн акций на продажу в стакане?",MGNT
282,Трейдун,"Чистая прибыль +43%, большой запас кэша, увеличение доли за счет нерезов, российская прописка, нет головняка с санкциями, защитная отрасль, намеки на прозрачность после долгого затишья. Непаханое поле. Расти и расти еще.",MGNT
283,Anton Yu,"По 4852,50 продал, потому что плечо.",MGNT
284,Тимофей Мартынов,"FOMO по МагнитуЭх, жаль не заработал на Магните.Жопой чуял что надо брать, но как ни странно я думал что на оферте -50% от рынка прольют, и там надо будет взять.А оно на 7% выросло😁😁😁…P.s. подробнее написать не могу, сидим на встрече с НорникелемАвто-репост. Читать в блоге>>>",MGNT
285,Jonhmut,"🎪 Мышление, масштаб, концентрация — путь любого прибыльного трейдера/инвестора.Добрый вечер.Лекция Аромат на тему:«Мышление, масштаб, кон...Антон Ромашов Aromath, в ЧС",MGNT
286,Роман Бабанин,"сейчас нерезиденты на радостях все скинут, и объявят дивиденды, это вам не пятерка с голубой пропиской))))))) отчет тоже отличный",MGNT
287,Антон Ромашов Aromath,"🎪 Мышление, масштаб, концентрация - путь любого прибыльного трейдера/инвестора.Добрый вечер.Лекция Аромат на тему:«Мышление, масштаб, концентрация - путь любого прибыльного инвестора/трейдера».Ссылка на YouTube:Можно подписаться на мой YouTube канал и посмотреть все доступные трансляции мероприятий Ароматный вечер.Мой канал Управляющего лучшим фондом акций в стране -Telegram @Aromath.Авто-репост. Читать в блоге>>>",MGNT
288,Heinrich Baur,"Интересно, будут ли ещё реализации выхода для нерезидентов у других публичных компаний? Ведь этот кейс есть демонстрация технической возможности для подобных взаимовыгодных сценариев.",MGNT
289,Дмитрий Первый,"Дмитрий Первый, в 19-05 началась вечерняя сессии. Может хватит тупить?Интересует время выхода отчёта? Данные есть на Интерфаксе. Умный ан...Дмитрий Zы, почему не начался рост в 18-30? Все ждали начала вечерки? Ты гонишь. Это очередная манипуляция не связанная с отчётом никак!!!",MGNT
290,Jonhmut,"скажу честно верил в дивы и брал в прок, еще и в плечо, щас прибыль офмгенная, продаю по тихой, но на вдруг дивы оставлю",MGNT
291,plazma37,"планка и ужасный шортокрыл, пиздос тем кто в шортах сидел",MGNT
292,Дмитрий Первый,"Дмитрий Первый, потому что вышла информация об отчётах, на основании которой принимается решение об усилении существующих позиций.Дмитрий Zы, в 19.05 вышел отчёт?",MGNT
293,Роман Бабанин,ракета,MGNT
294,Дмитрий Первый,"Дмитрий Первый, нужно объяснять азы трейдинга? Серьёзно?Дмитрий Zы, да! Почему именно в 19.05 попробуй объяснить.",MGNT
295,Дмитрий Первый,"Дмитрий Первый, ну а почему не подниматься цене, если люди покупают? Многие люди мыслят разумно и понимают, что бизнес хороший, отчёты хорош...Дмитрий Zы, прямо в 19.05 начали мыслить разумно на 5%?",MGNT
296,A.Demin,"Мягко и не очень говорят, что дивов не будет, а деньги выведут для тех, кому они нужнее, но наши все равно тарят. Пошел за семечками ))",MGNT
297,Дмитрий Первый,"Дмитрий Первый, Магнит в I квартале нарастил выручку на 9%, чистую прибыль — на 41,3%Дмитрий Zы, и на вечерке полетел. Прямо в 19.05 все произошло?",MGNT
298,Дмитрий Аз,"Дмитрий Аз, а может наоборот? это такие шорты? кто то щас продаст по 4700 чтоб купить по 2215?Jonhmut, я бы тоже сейчас так сделал… жаль только я не спикулянт…",MGNT
299,SSSt,"Дмитрий Аз, а может наоборот? это такие шорты? кто то щас продаст по 4700 чтоб купить по 2215?Jonhmut, и это будет костин",MGNT
300,vodorosl,"vodorosl, ну если так, вы просто продайте если вам отчет не нравится, прибыль же получилиJonhmut, так акция-то хорошая. Нее, я тут буду сидеть, как раз позу набрал для долгосрока.",MGNT
301,Jonhmut,"Jonhmut, Судя по всему кто-то решил купить по 4700 руб, а продать по 2215 руб… Зато обороты...Это что такой русский бизнес?Дмитрий Аз, а может наоборот? это такие шорты? кто то щас продаст по 4700 чтоб купить по 2215?",MGNT
302,Дмитрий Аз,"В пятницу вечером ритейлер сообщил о тендерном предложении, в рамках которого структура компании готова выкупить до 10% акций «Магнита». Цен...Jonhmut, Судя по всему кто-то решил купить по 4700 руб, а продать по 2215 руб… Зато обороты...Это что такой русский бизнес?",MGNT
303,Jonhmut,"Jonhmut, я купил внизу, но как от этого отчёт поменяется?vodorosl, ну если так, вы просто продайте если вам отчет не нравится, прибыль же получили",MGNT
304,vodorosl,"заметьте как ту начали писать обиженые что е купили в низу, «отчет не очень» «очень плохой отчет»Jonhmut, я купил внизу, но как от этого отчёт поменяется?",MGNT
305,Nordstream,"Магнит выставил ориентированную на нерезидентов оферту: компания готова выкупить до 10% акций с дисконтом к рынку 50%16 июня 2023 г. «Магнит» рассмотрел стратегию на рынке капитала и отношения Компании с Акционерами. В связи с запросами от международных инвесторов «Магнит»принял решениеоценить доступные пути предоставления Акционерам возможности монетизации их акционерных долей в «Магните».«Магнит» считает, что Тендерное предложение отвечает интересам Акционеров «Магнита» и является достойным предложением для обширной группы иностранных инвесторов в текущих обстоятельствах.Тендерное предложение адресовано (i)широкому кругу иностранных инвесторов, желающих продать своих Акции (включая правомочных владельцев ГДР, обменявших свои ГДР на Акции), включая тех, кто ограничен в осуществлении своих прав в обычном порядке, (ii) и JPMorgan Chase Bank, N.A. (в отношении Акций, учитываемых на счете депо депозитарных программ). Такие инвесторы могут воспользоваться возможностью продать свои Акции и получить оплату за них в различных валютах на свои зарубежные банковские счета.Авто-репост. Читать в блоге>>>",MGNT
306,Краснов,"Очень, очень мутно!!!",MGNT
307,Palmer_smartlabru,"Магнит Отчет МСФО...Раскрывальщик, огонь!Денежные средства и их эквиваленты 315 ярдови часть из них может пойти дивы",MGNT
308,Дмитрий Первый,"Отчёт плохой, а полет нормальный. Снова всякое говно полетело.",MGNT
309,Jonhmut,"заметьте как ту начали писать обиженые что е купили в низу, «отчет не очень» «очень плохой отчет»",MGNT
310,Nordstream,"Отчет Магнита за 1 кв 2023г: выручка +9% г/г, валовая прибыль +5,5% (до 133,8 млрд руб), чистая прибыль +41,3% г/г (до 15,4 млрд руб)«Магнит» объявляет операционные и финансовые результаты деятельности за 1 квартал 2023 годаОтчет:www.magnit.com/ru/media/press-releases/magnit-obyavlyaet-operatsionnye-i-finansovye-rezultaty-deyatelnosti-za-1-kvartal-2023-goda/Авто-репост. Читать в блоге>>>",MGNT
311,vodorosl,А отчёт-то не оч,MGNT
312,Дмитрий Аз,"Очень хорошие новости.Уменьшение количества акций на 1/10 по необходимости приведёт к увеличенному распределению прибыли на одну акцию на...Heinrich Baur, а с чего количество акций уменьшатся? Магнит ведет речь о скупке акций, а что они с ними делать дальше будут неизвестно. Раздадут их менеджменту в качестве поощрения, а те всю эту массу за копейки будут сливать на бирже, так как нахаляву достались.",MGNT
313,СВ,Дурачков продать по 4100 больше нет?,MGNT
314,Jonhmut,"отчёт очень плохой, даже без учёта повышенных расходов на проценты, желания покупать нетАндрей С, завидуй молча если раньше взял ага?",MGNT
315,Андрей С,"отчёт очень плохой, даже без учёта повышенных расходов на проценты, желания покупать нет",MGNT
316,Archy3000,Я тоже хочу прикупить магнита по 2215 за лист :)),MGNT
317,Heinrich Baur,"Очень хорошие новости.Уменьшение количества акций на 1/10 по необходимости приведёт к увеличенному распределению прибыли на одну акцию на 10% в будущем при дивидендых выплатах, а так же к увеличенной вероятности реализовать кворум на общих собраниях. На счетах дочек останется 200+ млрд нераспределёнки — это тоже хорошо: m&a, укрупнение девидендов, байбеки и т.п. Плюс к тому, снятие неопределённости по поводу корпоративных действий.",MGNT
318,Jonhmut,"В пятницу вечером ритейлер сообщил о тендерном предложении, в рамках которого структура компании готова выкупить до 10% акций «Магнита». Цена — 2215 рублей. Это примерно 50% от текущих рыночных котировок на Московской бирже (цена открытия на торгах в пятницу — 4501 руб.).Предложение «в первую очередь нацелено на акционеров-нерезидентов, не имеющих в настоящее время возможности участвовать в торгах акциями компании», заявил «Магнит». Формально ограничений на участие в оферте нет и для резидентов РФ, хотя экономического смысла для них выкуп по такой цене не имеет.",MGNT
319,Jonhmut,"магнит лучший, молодец, и не в том плане что растет, а в выкупе своих акций у гандонов по цени 2 раза ниже рыночной, так их",MGNT
320,Lenina Street Bets,Красиво разводят,MGNT
321,Раскрывальщик,"""Магнит"" События (действия), оказывающие, по мнению эмитента, существенное влияние на стоимость или котировки его ценных бумаг2. Содержание сообщения2.1. Краткое описание события (действия), наступление (совершение) которого, по мнению эмитента, оказывает влияние на стоимость или котировки его ценных бумаг:НАСТОЯЩЕЕ СООБЩЕНИЕ НЕ ПОДЛЕЖИТ ПУБЛИКАЦИИ, РАСПРОСТРАНЕНИЮ ИЛИ ПРЕДОСТАВЛЕНИЮ ПОЛНОСТЬЮ ИЛИ ЧАСТИЧНО НА ТЕРРИТОРИИ ЛЮБОЙ ЮРИСДИКЦИИ, В КОТОРОЙ ЭТО ЗАПРЕЩЕНО В СИЛУ ЗАКОНОДАТЕЛЬСТВА СООТВЕТСТВУЮЩЕЙ ЮРИСДИКЦИИВ данном сообщении термины, написанные с заглавной буквы, имеют то же значение, что и в опубликованном ООО «Магнит Альянс» (далее также – «Покупатель») Меморандуме о тендерном предложении от 16 июня 2023 г....Авто-репост. Читать в блоге>>>",MGNT
322,Раскрывальщик,Магнит Отчет МСФОМагнит Отчет МСФОИсточник:https://www.e-disclosure.ru/portal/fileload.ashx?fileid=1798429Авто-репост. Читать в блоге>>>,MGNT
323,Раскрывальщик,"""Магнит"" События (действия), оказывающие, по мнению эмитента, существенное влияние на стоимость или котировки его ценных бумаг2. Содержание сообщения2.1. Краткое описание события (действия), наступление (совершение) которого, по мнению эмитента, оказывает влияние на стоимость или котировки его ценных бумаг:ПАО «Магнит», один из ведущих российских ритейлеров, объявляет операционные и неаудированные финансовые результаты деятельности за 1 квартал 2023 года....Авто-репост. Читать в блоге>>>",MGNT
324,Раскрывальщик,"""Магнит"" События (действия), оказывающие, по мнению эмитента, существенное влияние на стоимость или котировки его ценных бумаг2. Содержание сообщения2.1. Краткое описание события (действия), наступление (совершение) которого, по мнению эмитента, оказывает влияние на стоимость или котировки его ценных бумаг:ПАО «Магнит», один из ведущих российских ритейлеров, объявляет операционные и финансовые результаты деятельности за 4 квартал и 2022 год....Авто-репост. Читать в блоге>>>",MGNT
325,Finam,"Актуальные инвестидеи: покупка акций «Магнита» и AmazonПАО «Магнит»ТикерMGNTИдеяLongСрок идеи1 месяцЦель5200 руб.Потенциал идеи16%Объем входа3%Стоп-приказ4150 руб.Ритейлер планирует до конца года открыть порядка 40 новых магазинов в Башкирии. Также в этом регионе будет запущен первый торговый объект ультрамалого формата «Магнит Go». Сейчас на территории республики работает около 800 магазинов сети различных форматов. Текущую новость стоит рассматривать как позитивную, что положительно скажется на экспансии в регионе и выручке компании.Бумага отталкивается от уровня поддержки. При открытии длинной позиции на 3% от портфеля и выставлении стоп-приказа на уровне 4150 руб. риск на портфель составит 0,25%. Соотношение прибыль/риск составляет 2,15.Amazon.com, Inc.ТикерAMZNИдеяLongСрок идеи2-8 недельЦель$142,5Потенциал идеиАвто-репост. Читать в блоге>>>",MGNT
326,Марэк,,MGNT
327,Nordstream,"Магнит запустит в Башкирии до конца года 40 новых магазинов и первый объект ультрамалого формата Магнит GoМагнит планирует открыть в Башкирии до конца года 40 новых магазинов ипервый объектультрамалого форматаМагнит Go«МагнитGO» — киоск, ориентированный на импульсный спрос и расположенный в местах с высоким трафиком. Акцент сделан на готовую еду и продукты для быстрого перекуса, напитки, снеки, мороженое, кондитерские изделия.Источник:tass.ru/ekonomika/18027775www.magnit.com/ru/about-company/store-formats/Авто-репост. Читать в блоге>>>",MGNT
328,Zdrav,"Zdrav, то есть вы под шорт фьюча закладываете около 80% от ГО? Тут действует одновременно два риска ликвидации позиций, ну и соответсвенно, ...Heinrich Baur, не понял абсолютно откуда взялась цифра 80% от ГО. Под шорт фьюча я ничего не закладываю. Я исхожу из того, что при росте стоимости акций я всегда смогу добавить денег для ГО и не допущу ликвидации позиций без моего ведома. Да, в этом случае заморожена будет гораздо большая сумма и итоговый выхлоп за 3 месяца может быть и 1,5% и 1%. И пусть в итоге я получу не 8% годовых, а 2-6% годовых. Но тем не менее возможность получения 30% годовых, рискуя при этом недополучить несколько годовых как если бы деньги лежали тупо на депозите, оправдывается с лихвой, на мой взгляд.",MGNT
329,Andrei Kefi,"Ракета быстро сдулась, топлива не хватило.Владимир Иванов, нет, это просто отбросило только первую ступень, дальше подключается вторая.",MGNT
330,Heinrich Baur,"Heinrich Baur, ну смотрите… На момент написания моего поста фьючерс торговался по 4590р, акция по 4480р. Разница 110р. Для ГО надо около 100...Zdrav, то есть вы под шорт фьюча закладываете около 80% от ГО? Тут действует одновременно два риска ликвидации позиций, ну и соответсвенно, разрушении стратегии:1й — при росте акций.2й — при росте стоимости ГО фьючей, это ведь динамический параметр.Никаких гарантированных и уж тем более безрисковых 8% годовых тут не видно.",MGNT
331,Zdrav,"Zdrav, как у вас в первом случае выходит 2% доходности (от всей задействованной для арбитража суммы?) за три месяца, если у вас используется...Heinrich Baur, ну смотрите… На момент написания моего поста фьючерс торговался по 4590р, акция по 4480р. Разница 110р. Для ГО надо около 1000р. Итого при покупке одной акции и продаже одного фьюча будет заморожено 5590р. Добавим запас на вариационную маржу несколько сотен (который не факт, что понадобится). Итого 110/5590=0,02 или 2%",MGNT
332,Heinrich Baur,"Коллеги, неужели совсем никто не верит, что Магнит заплатит этим летом дивиденды?Сентябрьский фьючерс на акции Магнита торгуется рублей на ...Zdrav, как у вас в первом случае выходит 2% доходности (от всей задействованной для арбитража суммы?) за три месяца, если у вас используется дополнительный объем, который нивилирует эту доходность будучи замороженным? Получается от этой такой гениальной стратегии 1% в течении трёх месяцев или 4% годовых, что меньше доходности офз на 45%. Если брать маржинальный кредит у брокера и увеличивать позу под ГО во фьючах, то получается ± тоже самое, но с большими рисками дополнительных издержек.",MGNT
333,Zdrav,"Коллеги, неужели совсем никто не верит, что Магнит заплатит этим летом дивиденды?Сентябрьский фьючерс на акции Магнита торгуется рублей на 110 дороже самих акций. Контанго такое, будто дивов 100% не будет. Что думаете насчет идеи арбитража? Продаем сентябрьский фьючерс, покупаем сами акции, держим до сентября. Уважаемые источники прогнозируют в июле дивы 254р на акцию (6,5%). Если дивов не будет, то получим без риска за 3 месяца около 2% или 8% годовых. А если будут дивы, то еще плюсом 5-6%. То есть в худшем случае будем иметь 8% годовых (будто деньги в банке лежали), а в лучшем все 30% годовых.",MGNT
334,Владимир Иванов,"Ракета быстро сдулась, топлива не хватило.",MGNT
335,Floyd,ща яйцеслава местная какой нить позитив высрет как обычно по акцульке,MGNT
336,Heinrich Baur,"Может растут на том, что с июля будут обязаны раскрыться?Владимир Иванов, скорее всего, так и естьwww.interfax.ru/amp/906345",MGNT
337,Владимир Иванов,"Может растут на том, что с июля будут обязаны раскрыться?",MGNT
338,Jonhmut,"на чем растет магнит? последняя новость воровать стали чаще)))))Роман Бабанин, цикличные инвесторы, цинично перекладывают заработаное на татнефти и транснефти, а также лукойле в перепроданую акцию, и так вот покругу они постоянно делают, грамотные люди",MGNT
339,Heinrich Baur,"на чем растет магнит? последняя новость воровать стали чаще)))))Роман Бабанин, он в принципе был перепроданным по отношению к своему сектору и рынку в целом. Тут не совсем должно смущать отсутсвие каких-либо новостей.",MGNT
340,Jonhmut,на дивидентах которых еще нет,MGNT
341,Роман Бабанин,на чем растет магнит? последняя новость воровать стали чаще))))),MGNT
342,Дмитрий Аз,"Alexey Rondine, 13 зарплата есть 13 зарплата. Она не проводится как премия. Это разные коды. Это даже разные группы кодов.Да вы сначала п...Дмитрий Zы, с чего такой бред о 13 зарплате?Вы где-то на работе получали расчетку и там было написано 13-я зарплата?Она никак не зависит от прибыли предприятия, это чисто пожелание руководства компании, некоторым и без всякой прибыли 13-ю зарплату платят.",MGNT
343,Alexey Rondine,"Alexey Rondine, никуда я не переметнулся. Я всегда твёрдо отстаиваю свою точку зрения.По Магниту: только устная информация от сотрудников...Дмитрий Zы, спасибо. Принял к сведению",MGNT
344,Созерцатель,"))) Ребята вы зачем это всё тут пишите? Джамшут получивший 13ую думает что это ему за хорошую работу, а вы говорите только чтобы налоги уменьшить))) вдруг прочитает, обидеться может",MGNT
345,Alexey Rondine,"Alexey Rondine, зато есть экономическое и техническое.С любого дохода работника предприятия удерживается налог — это НДФЛ — налог на доход...Дмитрий Zы, отмотай назад, ты начал с чистой прибыли как источника выплаты для 13-й. Я просто сказал, что в 95% случаях это не так. Налог на прибыль работодатель платит и 13-ю как выплату стимулирующего характера проводит, чтобы уменьшить налогооблагаемую прибыль. А если убыток, то все равно проводят на уменьшение прибыли, поскольку убыток в течение 10 лет в будущем способен приниматься в уменьшение прибыли компании.Сейчас на НДФЛ перескочил. НДФЛ платит работник, а работодатель лишь налоговый агент.Конечно, НДФЛ работник и с 13-й уплачивает. С этим никто и не спорил. Только ты внезапно переметнулся)Что с Магнитом? Какие мысли?Мы же не просто тут непонятно что трем, а пытаемся заработать помимо основной работы",MGNT
346,Alexey Rondine,"Alexey Rondine, зато есть экономическое и техническое.С любого дохода работника предприятия удерживается налог — это НДФЛ — налог на доход...Дмитрий Zы, ты похоже кодер для бухгалтерии для системы 1-С. Знаний 0, а гонору полная тележка",MGNT
347,Alexey Rondine,"Alexey Rondine, 13 зарплату платят с советских времён. С неё всегда платят НДФЛ.Если ты не понимаешь этого — просто не пиши. Ты уже опозор...Дмитрий Zы, дружок Зы, ты азов не понимаешь, раз путаешь налог на прибыль и НДФЛ и прыгаешь с ветку на ветку. У тебя МЕШАНИНА. И у тебя нет юридического образования в отличие от меня и стажа.Я профессиональной системой Гарант пользуюсь. Интернет — твой удел.Чем больше ты пишешь, тем больше дурь твоя каждому видна",MGNT
348,Alexey Rondine,"Alexey Rondine, прежде чем начинать со мной дискутировать ТЫ сначала полностью изучи тему, а не вырывай частями, иначе ТЫ печатаешь какую-то...Дмитрий Zы, ха ха)). 10500 существует, а 13-ю не проводить в уменьшение налогооблагаемой прибыли могут не только лишь все). Мало кто это может.А начали с Магнита. А у него по моему собственному расчета МСФО 52+ млрд прибыли за 2022. А причём уборщицы, от которых ты вдохнрвляешься?",MGNT
349,vodorosl,"Ну да, бизнес же так любит платить побольше налогов, поэтому офк выплачивает вознаграждения из чистой прибыли. Вы просто не шарите.",MGNT
350,TheLapsh,"Разговорился сегодня с продавцами в магазине про поиск работников. Зашла речь о зарплате. Сказали, что нынче весной выплатили что-то типа 13...Дмитрий Zы,На ОСН премия, в том числе и годовая, учитывается в расходах того периода, в котором начислена (независимо от даты выплаты и периода, за который начислена)п. 4 ст. 272 НК РФ; Письмо Минфина от 06.02.2017 № 03-03-06/2/5954, а на УСН — того периода, в котором выплачена работникам.Если выплатили весной — то скорее всего начисления уже этого года(возможно даже за прошлый период). Обычно выплата премии регламентируются внутрифирменными положениями и платится НЕ из чистой прибыли!с чистой прибыли платятся(или не платятся) как раз Дивиденты",MGNT
351,Alexey Rondine,"Alexey Rondine, 13 зарплата есть 13 зарплата. Она не проводится как премия. Это разные коды. Это даже разные группы кодов.Да вы сначала п...Дмитрий Zы, если 13-я проведена как выплата стимулирущего характера, то по НК уменьшает налогооблагаемую прибыль по 25 главе. Если нет, а к Новому году (аля к юбилею, на свадьбу и т.д), например, то не уменьшает. Все компании обосновывают и проводят 13-ю только как выплату стимулирующего характера с уменьшением налогоблагаемой прибыли через Положение о премирование и Приказ о выплате 13-й, чтобы получить 20% налогового щита. Тем, более это несложно обосновать.Что дальше? Что ты этим сказать хотел? Ты тухесом думаешь?",MGNT
352,С.В.,"Какая еще параллель? 13-я зп, если она проведена как премия стимулирующего характера уменьшают налогооблагаемую прибыль.Уборщицы и кассир...Alexey Rondine, этот Дмитрий зы моё сообщение не увидит (если Вы или кто-то другой его не процитирует). Человек вообще не разбирается ни в том, что такое дивиденды (из чего и кому они платятся), ни в том, как начисляются зарплаты, премии и бонусы работникам, которые акционерами не являются. Вместо доказательств своей правоты будут и дальше следовать предложения «поискать в интернете», и оскорбления станут еще сильнее.Просто предупредил.Про «инсайд» от продавцов смешно, конечно…",MGNT
353,Alexey Rondine,"Какая еще параллель? 13-я зп, если она проведена как премия стимулирующего характера уменьшают налогооблагаемую прибыль.Уборщицы и кассиры знают толк в параллели",MGNT
354,TheLapsh,"Разговорился сегодня с продавцами в магазине про поиск работников. Зашла речь о зарплате. Сказали, что нынче весной выплатили что-то типа 13...Дмитрий Zы, про дивиденты тоже продавец поведал?",MGNT
355,Kopa Del Toro,Отчет МСФО в 10-00?,MGNT
356,Дмитрий Аз,"Разговорился сегодня с продавцами в магазине про поиск работников. Зашла речь о зарплате. Сказали, что нынче весной выплатили что-то типа 13...Дмитрий Zы, это значит прибыль начали выводить по старой заезженой схеме, через выплаты зарплаты и премии руководству..., ну и простым работникам перепало, нужно же как-то обосновать выплаты.",MGNT
357,Созерцатель,"Разговорился сегодня с продавцами в магазине про поиск работников. Зашла речь о зарплате. Сказали, что нынче весной выплатили что-то типа 13...Дмитрий Zы, что-то пропустил а откуда инфа про заседание СД?",MGNT
358,Kopa Del Toro,"Мила Куни, большой шорт?Qwert Asdfg, шорта нет. Проверял покупала силу",MGNT
359,Qwert Asdfg,www.youtube.com/watch?v=Uwzg7SYZKF0,MGNT
360,Qwert Asdfg,"83 ярда по прибылиМила Куни, а давай я тоже))) вместе веселей)",MGNT
361,Qwert Asdfg,"83 ярда по прибылиМила Куни, большой шорт?",MGNT
362,Kopa Del Toro,83 ярда по прибыли,MGNT
363,Созерцатель,"Созерцатель,Фас -разрешит. Никакой монополизации рынка не будет. Оборот розничной торговли продуктами 24 трлн. Оборот магнита 2,4трлн. О...Николай Иванов, последнее предложение ключевое! Если точнее то в некоторых регионах 15% рынка(Москве или где-то далеко на Дальнем), а есть много регионов и моногородов где на 100 магнитов и пятерочек по 1-2 ленты, ашану и метро( и то не везде), где 15%, это как со средней ЗП, про нищемаркеты согласен, люди туда пошли, но и и х количество несравненно мало. В Москве, кончено высокая конкуренция а в провинции, где закрыли все ларьки открылись на каждом углу магнит и 5чка. (но я не против, пусть лучше сеть чем непойми что левак какой продают)",MGNT
364,Kopa Del Toro,Консолидированная финансовая отчетность ПАО «Магнит» по МСФО за 2022 г.,MGNT
365,TheLapsh,"Константин Коблов, иди ты в жопу, НАТО проводит учения, после которых пзда наступит на нас настоящая со всей Европы и уже не игрушечные куск...Max, думаешь надо покупать гречу?(в Магните)",MGNT
366,TheLapsh,"Магнит готов к росту.Несмотря на последние негативные новости, компания технически смотрит вверх.В конце мая цена протестировала чёрный уг...Артём, а дивиденды заплатят?",MGNT
